DATETIME,COUNTRY,EVENTS,ACTUAL,CONSENSUS,FORECAST,TIER
2025-01-23 19:30:00-05:00,JP,Jibun Bank Services PMI FlashJAN,52.7,,51.1,2.0
2025-01-23 19:30:00-05:00,JP,Jibun Bank Manufacturing PMI FlashJAN,48.8,49.7,49.9,2.0
2025-01-23 19:30:00-05:00,SG,URA Property Index QoQ FinalQ4,2.3%,,0.2%,3.0
2025-01-23 19:30:00-05:00,JP,Jibun Bank Composite PMI FlashJAN,51.1,,51,3.0
2025-01-23 22:30:00-05:00,JP,BoJ Interest Rate Decision,0.5%,0.5%,0.5%,1.0
2025-01-23 22:30:00-05:00,JP,BoJ Quarterly Outlook Report,,,,2.0
2025-01-24 00:00:00-05:00,IN,HSBC Manufacturing PMI FlashJAN,58,56.7,56.1,2.0
2025-01-24 00:00:00-05:00,IN,HSBC Services PMI FlashJAN,56.8,59.5,59.1,2.0
2025-01-24 00:00:00-05:00,SG,Industrial Production YoYDEC,10.6%,6.4%,7%,3.0
2025-01-24 00:00:00-05:00,IN,HSBC Composite PMI FlashJAN,57.9,59.6,58.8,2.0
2025-01-24 00:00:00-05:00,SG,Industrial Production MoMDEC,-0.7%,-1.2%,-1.3%,3.0
2025-01-24 03:00:00-05:00,ES,PPI YoYDEC,2.3%,,1.5%,3.0
2025-01-24 03:15:00-05:00,FR,HCOB Manufacturing PMI FlashJAN,45.3,42.3,42.2,2.0
2025-01-24 03:15:00-05:00,FR,HCOB Services PMI FlashJAN,48.9,49.3,49.5,2.0
2025-01-24 03:15:00-05:00,FR,HCOB Composite PMI FlashJAN,48.3,47.7,48,3.0
2025-01-24 03:30:00-05:00,DE,HCOB Services PMI FlashJAN,52.5,51,51,2.0
2025-01-24 03:30:00-05:00,DE,HCOB Manufacturing PMI FlashJAN,44.1,42.7,42.3,1.0
2025-01-24 03:30:00-05:00,DE,HCOB Composite PMI FlashJAN,50.1,48.2,47.8,2.0
2025-01-24 04:00:00-05:00,EA,HCOB Manufacturing PMI FlashJAN,46.1,45.3,45,2.0
2025-01-24 04:00:00-05:00,EA,HCOB Composite PMI FlashJAN,50.2,49.7,49.4,2.0
2025-01-24 04:00:00-05:00,EA,HCOB Services PMI FlashJAN,51.4,51.5,51.4,2.0
2025-01-24 04:30:00-05:00,GB,S&P Global Composite PMI FlashJAN,50.9,50,50.3,3.0
2025-01-24 04:30:00-05:00,GB,S&P Global Manufacturing PMI FlashJAN,48.2,47,47.2,1.0
2025-01-24 04:30:00-05:00,GB,S&P Global Services PMI FlashJAN,51.2,50.9,51,1.0
2025-01-24 05:00:00-05:00,EA,ECB President Lagarde Speech,,,,2.0
2025-01-24 06:00:00-05:00,GB,CBI Distributive TradesJAN,-24,-5,-11,2.0
2025-01-24 06:30:00-05:00,IN,Foreign Exchange ReservesJAN/17,$623.98B,,,3.0
2025-01-24 06:40:00-05:00,BR,Foreign Direct InvestmentDEC,$2.8B,,$ 6B,3.0
2025-01-24 06:40:00-05:00,BR,Current AccountDEC,$-9B,,$ -6.7B,3.0
2025-01-24 07:00:00-05:00,BR,IPCA mid-month CPI MoMJAN,0.11%,-0.03%,0%,3.0
2025-01-24 07:00:00-05:00,MX,Economic Activity YoYNOV,0.5%,0.6%,1.0%,3.0
2025-01-24 07:00:00-05:00,MX,Economic Activity MoMNOV,0.4%,0.3%,0.4%,3.0
2025-01-24 07:00:00-05:00,BR,IPCA mid-month CPI YoYJAN,4.5%,4.36%,4.4%,3.0
2025-01-24 08:30:00-05:00,CA,Manufacturing Sales MoM PrelDEC,0.6%,,0.3%,3.0
2025-01-24 08:30:00-05:00,CA,New Housing Price Index YoYDEC,0.1%,,0.5%,2.0
2025-01-24 08:30:00-05:00,CA,New Housing Price Index MoMDEC,-0.1%,0.2%,0.2%,2.0
2025-01-24 09:45:00-05:00,US,S&P Global Composite PMI FlashJAN,52.4,,55.3,2.0
2025-01-24 09:45:00-05:00,US,S&P Global Manufacturing PMI FlashJAN,50.1,49.7,49.6,2.0
2025-01-24 09:45:00-05:00,US,S&P Global Services PMI FlashJAN,52.8,56.5,56.6,2.0
2025-01-24 10:00:00-05:00,US,Michigan 5 Year Inflation Expectations FinalJAN,3.2%,3.3%,3.3%,3.0
2025-01-24 10:00:00-05:00,US,Existing Home SalesDEC,4.24M,4.19M,4.1M,1.0
2025-01-24 10:00:00-05:00,US,Existing Home Sales MoMDEC,2.2%,,0.3%,2.0
2025-01-24 10:00:00-05:00,US,Michigan Inflation Expectations FinalJAN,3.3%,3.3%,3.3%,3.0
2025-01-24 10:00:00-05:00,US,Michigan Consumer Sentiment FinalJAN,71.1,73.2,73.2,2.0
2025-01-24 10:00:00-05:00,US,Michigan Consumer Expectations FinalJAN,69.3,70.2,70.2,3.0
2025-01-24 10:00:00-05:00,US,Michigan Current Conditions FinalJAN,74.0,77.9,77.9,3.0
2025-01-24 13:00:00-05:00,US,Baker Hughes Oil Rig CountJAN/24,472,,,3.0
2025-01-24 13:00:00-05:00,US,Baker Hughes Total Rigs CountJAN/24,576,,,3.0
2025-01-26 20:30:00-05:00,CN,NBS Manufacturing PMIJAN,49.1,50.1,50.3,1.0
2025-01-26 20:30:00-05:00,CN,NBS General PMIJAN,50.1,52,51.7,3.0
2025-01-26 20:30:00-05:00,CN,NBS Non Manufacturing PMIJAN,50.2,,51.8,2.0
2025-01-26 20:30:00-05:00,CN,Industrial Profits (YTD) YoYDEC,-3.3%,,-5.0%,3.0
2025-01-27 00:00:00-05:00,JP,Coincident Index FinalNOV,115.4,,115.3,3.0
2025-01-27 00:00:00-05:00,SG,MAS 4-Week Bill Auction,3.1%,,,3.0
2025-01-27 00:00:00-05:00,SG,2-Year Bond Yield,2.82%,,,3.0
2025-01-27 00:00:00-05:00,JP,Leading Economic Index FinalNOV,107.5,107.0,107,3.0
2025-01-27 00:00:00-05:00,SG,MAS 12-Week Bill Auction,3.08%,,,3.0
2025-01-27 02:00:00-05:00,TR,Capacity UtilizationJAN,74.6%,,75.8%,3.0
2025-01-27 02:00:00-05:00,TR,Business ConfidenceJAN,100.9,,99,2.0
2025-01-27 02:30:00-05:00,SG,Unemployment Rate PrelQ4,1.9%,,2.00%,3.0
2025-01-27 04:00:00-05:00,DE,Ifo Business ClimateJAN,85.1,84.7,84.5,1.0
2025-01-27 04:00:00-05:00,DE,Ifo Current ConditionsJAN,86.1,85.4,85.2,3.0
2025-01-27 04:00:00-05:00,DE,Ifo ExpectationsJAN,84.2,84.2,84,3.0
2025-01-27 05:45:00-05:00,EU,10-Year Bond Auction,2.982%,,,3.0
2025-01-27 05:45:00-05:00,EU,5-Year Bond Auction,2.627%,,,3.0
2025-01-27 06:00:00-05:00,BR,FGV Consumer ConfidenceJAN,86.2,,91.4,3.0
2025-01-27 06:00:00-05:00,FR,Unemployment Benefit ClaimsDEC,21.8K,,10K,2.0
2025-01-27 06:00:00-05:00,FR,Jobseekers TotalDEC,2957K,,2875K,3.0
2025-01-27 06:30:00-05:00,BR,Bank Lending MoMDEC,1.4%,,1.4%,3.0
2025-01-27 07:00:00-05:00,MX,Balance of TradeDEC,$2.567B,$1.5B,$ 0.4B,2.0
2025-01-27 07:30:00-05:00,US,Building Permits FinalDEC,1.482M,1.483M,1.6M,3.0
2025-01-27 07:30:00-05:00,US,Building Permits MoM FinalDEC,-0.7%,-0.7%,-0.7%,3.0
2025-01-27 08:30:00-05:00,CA,Wholesale Sales MoM PrelDEC,0.1%,,0.5%,3.0
2025-01-27 08:30:00-05:00,US,Chicago Fed National Activity IndexDEC,0.15,,0.1,2.0
2025-01-27 09:00:00-05:00,FR,6-Month BTF Auction,2.508%,,,3.0
2025-01-27 09:00:00-05:00,FR,12-Month BTF Auction,2.407%,,,3.0
2025-01-27 09:00:00-05:00,FR,3-Month BTF Auction,2.608%,,,3.0
2025-01-27 10:00:00-05:00,US,New Home Sales MoMDEC,3.6%,,-3.5%,2.0
2025-01-27 10:00:00-05:00,US,New Home SalesDEC,0.698M,0.67M,0.64M,2.0
2025-01-27 10:30:00-05:00,US,Dallas Fed Manufacturing IndexJAN,14.1,,4,2.0
2025-01-27 10:35:00-05:00,EA,ECB President Lagarde Speech,,,,2.0
2025-01-27 11:30:00-05:00,US,6-Month Bill Auction,4.140%,,,3.0
2025-01-27 11:30:00-05:00,US,2-Year Note Auction,4.211%,,,3.0
2025-01-27 13:00:00-05:00,US,5-Year Note Auction,4.33%,,,3.0
2025-01-27 13:00:00-05:00,US,3-Month Bill Auction,4.195%,,,3.0
2025-01-27 19:30:00-05:00,AU,NAB Business ConfidenceDEC,-2,,3,1.0
2025-01-28 00:00:00-05:00,SG,PPI YoYDEC,1.5%,,-4.6%,3.0
2025-01-28 00:00:00-05:00,SG,Import Prices YoYDEC,-3.6%,,-4.1%,3.0
2025-01-28 00:00:00-05:00,SG,Export Prices YoYDEC,-3.1%,,-4.6%,3.0
2025-01-28 00:00:00-05:00,SG,6-Month T-Bill Auction,3.04%,,,3.0
2025-01-28 01:00:00-05:00,ZA,Leading Business Cycle Indicator MoMNOV,0.6%,,-0.7%,3.0
2025-01-28 02:45:00-05:00,FR,Consumer ConfidenceJAN,92,90,89,2.0
2025-01-28 03:00:00-05:00,ES,Unemployment RateQ4,10.61%,11.1%,11.0%,2.0
2025-01-28 05:00:00-05:00,GB,10-Year Index-Linked Treasury Gilt Auction,1.128%,,,3.0
2025-01-28 05:10:00-05:00,IT,5-Year BTP€i Auction,1.17%,,,3.0
2025-01-28 05:10:00-05:00,IT,10-Year BTP€i Auction,1.90%,,,3.0
2025-01-28 05:10:00-05:00,IT,2-Year BTP Short Term Auction,2.61%,,,3.0
2025-01-28 05:30:00-05:00,DE,2-Year Schatz Auction,2.26%,,,3.0
2025-01-28 08:30:00-05:00,US,Durable Goods Orders Ex Transp MoMDEC,0.3%,0.4%,0.4%,2.0
2025-01-28 08:30:00-05:00,US,Durable Goods Orders ex Defense MoMDEC,-2.4%,,0.4%,3.0
2025-01-28 08:30:00-05:00,US,Durable Goods Orders MoMDEC,-2.2%,0.6%,0.5%,1.0
2025-01-28 08:30:00-05:00,US,Non Defense Goods Orders Ex AirDEC,0.5%,0.3%,0.3%,3.0
2025-01-28 08:55:00-05:00,US,Redbook YoYJAN/25,4.9%,,,3.0
2025-01-28 09:00:00-05:00,US,S&P/Case-Shiller Home Price MoMNOV,-0.1%,,-0.1%,3.0
2025-01-28 09:00:00-05:00,US,S&P/Case-Shiller Home Price YoYNOV,4.3%,4.3%,4%,2.0
2025-01-28 09:00:00-05:00,US,House Price Index YoYNOV,4.2%,,4.3%,3.0
2025-01-28 09:00:00-05:00,US,House Price IndexNOV,433.4,,433,3.0
2025-01-28 09:00:00-05:00,US,House Price Index MoMNOV,0.3%,0.2%,0.3%,3.0
2025-01-28 09:30:00-05:00,BR,Federal Tax RevenuesDEC,BRL 261.3B,,BRL 255.1B,3.0
2025-01-28 09:30:00-05:00,EA,ECB Cipollone Speech,,,,3.0
2025-01-28 10:00:00-05:00,US,Richmond Fed Manufacturing IndexJAN,-4,-8,-8,3.0
2025-01-28 10:00:00-05:00,US,CB Consumer ConfidenceJAN,104.1,105.6,104,2.0
2025-01-28 10:00:00-05:00,US,Richmond Fed Services Revenues IndexJAN,4,,21,3.0
2025-01-28 10:00:00-05:00,US,Richmond Fed Manufacturing Shipments IndexJAN,-9,,-9,3.0
2025-01-28 10:30:00-05:00,US,Dallas Fed Services Revenues IndexJAN,5.7,,13,3.0
2025-01-28 10:30:00-05:00,US,Dallas Fed Services IndexJAN,7.4,,9.5,3.0
2025-01-28 11:30:00-05:00,US,2-Year FRN Auction,0.098%,,,3.0
2025-01-28 11:30:00-05:00,US,42-Day Bill Auction,4.260%,,,3.0
2025-01-28 12:00:00-05:00,EA,ECB President Lagarde Speech,,,,2.0
2025-01-28 13:00:00-05:00,US,Money SupplyDEC,$21.53T,,,3.0
2025-01-28 13:00:00-05:00,US,7-Year Note Auction,4.457%,,,3.0
2025-01-28 16:30:00-05:00,US,API Crude Oil Stock ChangeJAN/24,2.86M,3.7M,,2.0
2025-01-28 18:50:00-05:00,JP,BoJ Monetary Policy Meeting Minutes,,,,2.0
2025-01-28 19:30:00-05:00,AU,RBA Trimmed Mean CPI QoQQ4,0.5%,0.6%,0.7%,2.0
2025-01-28 19:30:00-05:00,AU,Inflation Rate YoYQ4,2.4%,2.5%,2.2%,1.0
2025-01-28 19:30:00-05:00,AU,Monthly CPI IndicatorDEC,2.5%,2.5%,2.3%,2.0
2025-01-28 19:30:00-05:00,AU,Inflation Rate QoQQ4,0.2%,0.3%,0.5%,2.0
2025-01-28 19:30:00-05:00,AU,CPIQ4,139.4,,139.1,3.0
2025-01-28 19:30:00-05:00,AU,RBA Trimmed Mean CPI YoYQ4,3.2%,3.3%,3.4%,2.0
2025-01-28 19:30:00-05:00,AU,RBA Weighted Median CPI YoYQ4,3.4%,3.5%,3.7%,3.0
2025-01-28 19:30:00-05:00,AU,RBA Weighted Median CPI QoQQ4,0.5%,0.6%,0.7%,3.0
2025-01-28 22:35:00-05:00,JP,5-Year Climate Transition JGB Auction,0.888%,,,3.0
2025-01-29 00:00:00-05:00,JP,Consumer ConfidenceJAN,35.2,36.6,36.3,1.0
2025-01-29 02:00:00-05:00,DE,GfK Consumer ConfidenceFEB,-22.4,-20,-21,1.0
2025-01-29 03:00:00-05:00,ES,GDP Growth Rate YoY FlashQ4,3.5%,3.2%,3.2%,1.0
2025-01-29 03:00:00-05:00,ES,GDP Growth Rate QoQ FlashQ4,0.8%,0.6%,0.5%,1.0
2025-01-29 04:00:00-05:00,EA,Loans to Companies YoYDEC,1.5%,,0.9%,3.0
2025-01-29 04:00:00-05:00,IT,Consumer ConfidenceJAN,98.2,96,96,2.0
2025-01-29 04:00:00-05:00,EA,Loans to Households YoYDEC,1.1%,1%,1.0%,3.0
2025-01-29 04:00:00-05:00,EA,M3 Money Supply YoYDEC,3.5%,3.8%,4.0%,3.0
2025-01-29 04:00:00-05:00,IT,Business ConfidenceJAN,86.8,85.5,85.5,2.0
2025-01-29 05:00:00-05:00,GB,10-Year Green Gilt Auction,4.473%,,,3.0
2025-01-29 05:10:00-05:00,IT,6-Month BOT Auction,2.536%,,,3.0
2025-01-29 05:30:00-05:00,DE,10-Year Bund Auction,2.54%,,,3.0
2025-01-29 07:00:00-05:00,US,MBA Mortgage ApplicationsJAN/24,-2%,,,3.0
2025-01-29 07:00:00-05:00,US,MBA 30-Year Mortgage RateJAN/24,7.02%,,,2.0
2025-01-29 07:00:00-05:00,MX,Unemployment RateDEC,2.4%,2.6%,2.70%,2.0
2025-01-29 07:00:00-05:00,US,MBA Mortgage Market IndexJAN/24,220.0,,,3.0
2025-01-29 07:00:00-05:00,US,MBA Purchase IndexJAN/24,162.4,,,3.0
2025-01-29 07:00:00-05:00,US,MBA Mortgage Refinance IndexJAN/24,520.9,,,3.0
2025-01-29 08:30:00-05:00,US,Goods Trade Balance AdvDEC,$-122.11B,$-105.4B,$ -106B,2.0
2025-01-29 08:30:00-05:00,US,Wholesale Inventories MoM AdvDEC,-0.5%,0.2%,0.2%,2.0
2025-01-29 08:30:00-05:00,US,Retail Inventories Ex Autos MoM AdvDEC,0.2%,,0.4%,2.0
2025-01-29 09:15:00-05:00,GB,BoE Bailey Speech,,,,2.0
2025-01-29 09:45:00-05:00,CA,BoC Monetary Policy Report,,,,1.0
2025-01-29 09:45:00-05:00,CA,BoC Interest Rate Decision,3%,3%,3%,1.0
2025-01-29 10:30:00-05:00,US,EIA Gasoline Production ChangeJAN/24,-0.044M,,,3.0
2025-01-29 10:30:00-05:00,CA,BoC Press Conference,,,,2.0
2025-01-29 10:30:00-05:00,US,EIA Distillate Fuel Production ChangeJAN/24,0.028M,,,3.0
2025-01-29 10:30:00-05:00,US,EIA Distillate Stocks ChangeJAN/24,-4.994M,-2.1M,,3.0
2025-01-29 10:30:00-05:00,US,EIA Heating Oil Stocks ChangeJAN/24,0.128M,,,3.0
2025-01-29 10:30:00-05:00,US,EIA Crude Oil Stocks ChangeJAN/24,3.463M,3.2M,,2.0
2025-01-29 10:30:00-05:00,US,EIA Crude Oil Imports ChangeJAN/24,0.532M,,,3.0
2025-01-29 10:30:00-05:00,US,EIA Gasoline Stocks ChangeJAN/24,2.957M,1.5M,,2.0
2025-01-29 10:30:00-05:00,US,EIA Cushing Crude Oil Stocks ChangeJAN/24,0.326M,,,3.0
2025-01-29 10:30:00-05:00,US,EIA Refinery Crude Runs ChangeJAN/24,-0.333M,,,3.0
2025-01-29 11:00:00-05:00,RU,PPI MoMDEC,0.4%,,0.8%,3.0
2025-01-29 11:00:00-05:00,RU,PPI YoYDEC,7.9%,,4.4%,3.0
2025-01-29 11:30:00-05:00,US,17-Week Bill Auction,4.190%,,,3.0
2025-01-29 14:00:00-05:00,US,Fed Interest Rate Decision,4.5%,4.5%,4.5%,1.0
2025-01-29 14:30:00-05:00,US,Fed Press Conference,,,,1.0
2025-01-29 16:30:00-05:00,BR,Interest Rate Decision,13.25%,13.25%,13.25%,2.0
2025-01-29 18:50:00-05:00,JP,Foreign Bond InvestmentJAN/25,¥178B,,,3.0
2025-01-29 18:50:00-05:00,JP,Stock Investment by ForeignersJAN/25,¥753B,,,3.0
2025-01-29 19:01:00-05:00,GB,Car Production YoYDEC,-27.1%,,-20.0%,3.0
2025-01-29 19:30:00-05:00,AU,RBA Bulletin,,,,2.0
2025-01-29 19:30:00-05:00,AU,Import Prices QoQQ4,0.2%,-1.5%,0.6%,3.0
2025-01-29 19:30:00-05:00,AU,Export Prices QoQQ4,3.6%,,-6.6%,3.0
2025-01-29 22:20:00-05:00,AU,RBA Jones Speech,,,,2.0
2025-01-30 01:00:00-05:00,SA,GDP Growth Rate YoY PrelQ4,4.4%,,3.0%,2.0
2025-01-30 01:00:00-05:00,ZA,M3 Money Supply YoYDEC,6.71%,,,3.0
2025-01-30 01:00:00-05:00,ZA,Private Sector Credit YoYDEC,3.83%,,3.8%,3.0
2025-01-30 01:10:00-05:00,JP,BoJ Himino Speech,,,,2.0
2025-01-30 01:30:00-05:00,FR,GDP Growth Rate YoY PrelQ4,0.7%,,1.1%,2.0
2025-01-30 01:30:00-05:00,FR,GDP Growth Rate QoQ PrelQ4,-0.1%,0%,0.1%,1.0
2025-01-30 01:30:00-05:00,FR,Household Consumption MoMDEC,0.7%,0.2%,0.2%,3.0
2025-01-30 02:00:00-05:00,DE,Import Prices YoYDEC,2%,1.9%,3.6%,3.0
2025-01-30 02:00:00-05:00,TR,Economic Confidence IndexJAN,99.7,,98.3,3.0
2025-01-30 02:00:00-05:00,DE,Import Prices MoMDEC,0.4%,0.3%,0.5%,3.0
2025-01-30 03:00:00-05:00,ES,Core Inflation Rate YoY PrelJAN,2.4%,,2.7%,3.0
2025-01-30 03:00:00-05:00,ES,Inflation Rate YoY PrelJAN,3%,2.9%,2.8%,2.0
2025-01-30 03:00:00-05:00,ES,Harmonised Inflation Rate MoM PrelJAN,-0.1%,-0.3%,-0.2%,3.0
2025-01-30 03:00:00-05:00,ES,Inflation Rate MoM PrelJAN,0.2%,0%,0.1%,2.0
2025-01-30 03:00:00-05:00,ES,Harmonised Inflation Rate YoY PrelJAN,2.9%,2.8%,2.9%,3.0
2025-01-30 04:00:00-05:00,IT,GDP Growth Rate YoY AdvQ4,0.5%,0.6%,0.6%,1.0
2025-01-30 04:00:00-05:00,IT,GDP Growth Rate QoQ AdvQ4,0%,0.1%,0.2%,1.0
2025-01-30 04:00:00-05:00,DE,GDP Growth Rate YoY FlashQ4,-0.2%,0%,0.1%,1.0
2025-01-30 04:00:00-05:00,DE,GDP Growth Rate QoQ FlashQ4,-0.2%,-0.1%,-0.1%,1.0
2025-01-30 04:30:00-05:00,GB,BoE Consumer CreditDEC,£1.045B,£0.95B,£ 1.0B,2.0
2025-01-30 04:30:00-05:00,ZA,PPI MoMDEC,0.2%,,0.1%,3.0
2025-01-30 04:30:00-05:00,GB,Mortgage LendingDEC,£3.57B,£2.60B,£ 2.2B,2.0
2025-01-30 04:30:00-05:00,GB,M4 Money Supply MoMDEC,0.1%,0.2%,0.1%,3.0
2025-01-30 04:30:00-05:00,GB,Net Lending to Individuals MoMDEC,£4.6B,£3.6B,£3.5B,3.0
2025-01-30 04:30:00-05:00,GB,Mortgage ApprovalsDEC,66.53K,65.4K,65.1K,2.0
2025-01-30 04:30:00-05:00,ZA,PPI YoYDEC,0.7%,0.7%,0.2%,3.0
2025-01-30 05:00:00-05:00,EA,Economic SentimentJAN,95.2,94.1,93.5,2.0
2025-01-30 05:00:00-05:00,EA,Services SentimentJAN,6.9,6,6,3.0
2025-01-30 05:00:00-05:00,EA,GDP Growth Rate YoY FlashQ4,0.9%,1%,1.2%,2.0
2025-01-30 05:00:00-05:00,EA,Industrial SentimentJAN,-12.9,-13.8,-14.5,3.0
2025-01-30 05:00:00-05:00,EA,Unemployment RateDEC,6.3%,6.3%,6.4%,1.0
2025-01-30 05:00:00-05:00,EA,Consumer Inflation ExpectationsJAN,20.2,,22,3.0
2025-01-30 05:00:00-05:00,IT,Unemployment RateDEC,6.2%,5.7%,5.6%,1.0
2025-01-30 05:00:00-05:00,EA,GDP Growth Rate QoQ FlashQ4,0%,0.1%,0.3%,1.0
2025-01-30 05:00:00-05:00,EA,Consumer Confidence FinalJAN,-14.2,-14.2,,2.0
2025-01-30 05:00:00-05:00,GB,1-Year Gilt Tender,3.888%,,,3.0
2025-01-30 05:00:00-05:00,EA,Selling Price ExpectationsJAN,8.7,,8,3.0
2025-01-30 05:10:00-05:00,IT,10-Year BTP Auction,3.60%,,,3.0
2025-01-30 05:10:00-05:00,IT,15-Year BTP Auction,3.57%,,,3.0
2025-01-30 05:10:00-05:00,IT,5-Year BTP Auction,2.95%,,,3.0
2025-01-30 06:00:00-05:00,TR,MPC Meeting Summary,,,,2.0
2025-01-30 06:00:00-05:00,BR,IGP-M Inflation MoMJAN,0.27%,0.21%,0.3%,3.0
2025-01-30 06:00:00-05:00,IT,Industrial Sales YoYNOV,-2.6%,,-5.1%,3.0
2025-01-30 06:00:00-05:00,IT,Industrial Sales MoMNOV,1.5%,,-0.2%,3.0
2025-01-30 06:30:00-05:00,TR,Foreign Exchange ReservesJAN/24,$99.33B,,,3.0
2025-01-30 07:00:00-05:00,ZA,Budget BalanceDEC,ZAR21.38B,,ZAR14.0B,3.0
2025-01-30 07:00:00-05:00,CA,CFIB Business BarometerJAN,54.6,,56.2,3.0
2025-01-30 07:00:00-05:00,MX,GDP Growth Rate QoQ PrelQ4,-0.6%,-0.2%,0.2%,2.0
2025-01-30 07:00:00-05:00,MX,GDP Growth Rate YoY PrelQ4,0.6%,1.2%,1.2%,2.0
2025-01-30 07:15:00-05:00,ES,Business ConfidenceJAN,-5.1,,-5,2.0
2025-01-30 08:00:00-05:00,ZA,Prime Overdraft Rate,11%,,11.0%,3.0
2025-01-30 08:00:00-05:00,BR,Net PayrollsDEC,-535.547K,-402.5K,-425.0K,3.0
2025-01-30 08:00:00-05:00,ZA,Interest Rate Decision,7.5%,7.50%,7.50%,3.0
2025-01-30 08:15:00-05:00,EA,Marginal Lending Rate,3.15%,,3.15%,3.0
2025-01-30 08:15:00-05:00,EA,ECB Interest Rate Decision,2.9%,2.9%,2.9%,1.0
2025-01-30 08:15:00-05:00,EA,Deposit Facility Rate,2.75%,2.75%,2.75%,1.0
2025-01-30 08:30:00-05:00,US,GDP Price Index QoQ AdvQ4,2.2%,2.5%,2.3%,2.0
2025-01-30 08:30:00-05:00,US,Initial Jobless ClaimsJAN/25,207K,220K,228.0K,2.0
2025-01-30 08:30:00-05:00,US,Continuing Jobless ClaimsJAN/18,1858K,1890K,1885.0K,3.0
2025-01-30 08:30:00-05:00,US,Real Consumer Spending QoQ AdvQ4,4.2%,,2.9%,3.0
2025-01-30 08:30:00-05:00,US,PCE Prices QoQ AdvQ4,2.3%,,1.1%,3.0
2025-01-30 08:30:00-05:00,CA,Average Weekly Earnings YoYNOV,5%,,5.0%,3.0
2025-01-30 08:30:00-05:00,US,Core PCE Prices QoQ AdvQ4,2.5%,2.5%,2.3%,3.0
2025-01-30 08:30:00-05:00,US,GDP Sales QoQ AdvQ4,3.2%,,2.9%,3.0
2025-01-30 08:30:00-05:00,US,GDP Growth Rate QoQ AdvQ4,2.3%,2.6%,3%,1.0
2025-01-30 08:30:00-05:00,US,Jobless Claims 4-week AverageJAN/25,212.5K,,214.0K,3.0
2025-01-30 08:45:00-05:00,EA,ECB Press Conference,,,,1.0
2025-01-30 09:50:00-05:00,SA,M3 Money Supply YoYDEC,8.8%,,10.6%,3.0
2025-01-30 09:50:00-05:00,SA,Private Bank Lending YoYDEC,13.4%,,12.8%,3.0
2025-01-30 10:00:00-05:00,US,Pending Home Sales YoYDEC,-5.0%,,4.0%,2.0
2025-01-30 10:00:00-05:00,US,Pending Home Sales MoMDEC,-5.5%,0%,-0.3%,2.0
2025-01-30 10:30:00-05:00,US,EIA Natural Gas Stocks ChangeJAN/24,-321Bcf,-313Bcf,,3.0
2025-01-30 10:45:00-05:00,BR,10-Year NTN-F Auction,15.194%,,,3.0
2025-01-30 10:45:00-05:00,BR,2-Year LTN Auction,15.152%,,,3.0
2025-01-30 11:30:00-05:00,US,8-Week Bill Auction,4.240%,,,3.0
2025-01-30 11:30:00-05:00,US,4-Week Bill Auction,4.250%,,,3.0
2025-01-30 12:00:00-05:00,US,15-Year Mortgage RateJAN/30,6.12%,,,3.0
2025-01-30 12:00:00-05:00,US,30-Year Mortgage RateJAN/30,6.95%,,,3.0
2025-01-30 16:30:00-05:00,US,Fed Balance SheetJAN/29,$6.82T,,,3.0
2025-01-30 18:30:00-05:00,JP,Tokyo Core CPI YoYJAN,2.5%,2.5%,2.5%,3.0
2025-01-30 18:30:00-05:00,JP,Jobs/applications ratioDEC,1.25,1.25,1.25,3.0
2025-01-30 18:30:00-05:00,JP,Tokyo CPI Ex Food and Energy YoYJAN,1%,,1.2%,3.0
2025-01-30 18:30:00-05:00,JP,Tokyo CPI YoYJAN,3.4%,,3.1%,3.0
2025-01-30 18:30:00-05:00,JP,Unemployment RateDEC,2.4%,2.5%,2.50%,2.0
2025-01-30 18:50:00-05:00,JP,Industrial Production MoM PrelDEC,0.3%,0.3%,0.5%,2.0
2025-01-30 18:50:00-05:00,JP,Retail Sales YoYDEC,3.7%,3.2%,3%,2.0
2025-01-30 18:50:00-05:00,JP,Retail Sales MoMDEC,-0.7%,,0.1%,3.0
2025-01-30 18:50:00-05:00,JP,Industrial Production YoY PrelDEC,-1.1%,,-1.6%,3.0
2025-01-30 19:30:00-05:00,AU,PPI YoYQ4,3.7%,,3.6%,3.0
2025-01-30 19:30:00-05:00,AU,PPI QoQQ4,0.8%,1%,0.6%,2.0
2025-01-30 19:30:00-05:00,AU,Housing Credit MoMDEC,0.5%,0.5%,0.4%,3.0
2025-01-30 19:30:00-05:00,AU,Private Sector Credit YoYDEC,6.5%,,5.7%,3.0
2025-01-30 19:30:00-05:00,AU,Private Sector Credit MoMDEC,0.6%,0.5%,0.1%,3.0
2025-01-30 21:00:00-05:00,SG,Bank LendingDEC,S$835B,,S$ 818.2B,3.0
2025-01-30 22:35:00-05:00,JP,3-Month Bill Auction,0.3248%,,,3.0
2025-01-30 22:35:00-05:00,JP,2-Year JGB Auction,0.727%,,,3.0
2025-01-30 23:30:00-05:00,ID,Foreign Direct Investment YoYQ4,33.3%,,,3.0
2025-01-31 00:00:00-05:00,SG,Business ConfidenceQ4,16,,12,3.0
2025-01-31 00:00:00-05:00,JP,Construction Orders YoYDEC,8.1%,,5.5%,3.0
2025-01-31 00:00:00-05:00,JP,Housing Starts YoYDEC,-2.5%,-3.9%,-3.3%,2.0
